Column1,Column2,Column3,Column4,Column5,Column6,Column7
Kyron Bowen,"6' 3""",185 lbs.,"73""",Orthodox,"Dec 22, 1993",http://ufcstats.com/fighter-details/5488b3c67600333a
Kyung Ho Kang,"5' 9""",135 lbs.,"73""",Orthodox,"Sep 09, 1987",http://ufcstats.com/fighter-details/a7897d200692ab64
Kyung Pyo Kim,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/5a9f7b5ffebdd6e7
Lacey Schuckman,"5' 3""",125 lbs.,--,,--,http://ufcstats.com/fighter-details/e44c679c30403cba
Lance Benoist,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",http://ufcstats.com/fighter-details/5431dccc09118234
Lance Gibson,"5' 9""",185 lbs.,--,Orthodox,"Nov 20, 1970",http://ufcstats.com/fighter-details/63eedfcc73071d41
Lance Lawrence,"6' 1""",145 lbs.,"74""",Orthodox,"Jun 26, 1993",http://ufcstats.com/fighter-details/ce039df1994b18f0
Lando Vannata,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992",http://ufcstats.com/fighter-details/f9b200db02b488d9
Landon Quinones,"5' 9""",155 lbs.,--,Southpaw,"Nov 21, 1995",http://ufcstats.com/fighter-details/267f4a6568abe245
Landon Showalter,"6' 0""",185 lbs.,--,,"Jun 14, 1976",http://ufcstats.com/fighter-details/35cc17760b06f36d
Lara Procopio,"5' 4""",125 lbs.,"67""",Orthodox,"Nov 14, 1995",http://ufcstats.com/fighter-details/e99821959a840bb8
Larissa Pacheco,"5' 7""",135 lbs.,--,Orthodox,"Sep 07, 1994",http://ufcstats.com/fighter-details/16b89be2f5c16fba
Larry Cureton,"6' 2""",240 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/46f11d15c0134fe3
Larry Parker,"5' 11""",205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/c0231720fe516994
Laureano Staropoli,"6' 1""",185 lbs.,"71""",Orthodox,"Feb 27, 1993",http://ufcstats.com/fighter-details/a12a8314adc1c1c9
Lauren Mueller,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991",http://ufcstats.com/fighter-details/f923e012414c883e
Lauren Murphy,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",http://ufcstats.com/fighter-details/729d4bd5a6cd0a97
Lavar Johnson,"6' 4""",240 lbs.,"82""",Orthodox,"Jun 11, 1977",http://ufcstats.com/fighter-details/e6c5908910cc26e4
Laverne Clark,"5' 11""",170 lbs.,--,Orthodox,"Dec 02, 1973",http://ufcstats.com/fighter-details/1c2f2571b18791b6
Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989",http://ufcstats.com/fighter-details/4d25497994da569c
LC Davis,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 28, 1980",http://ufcstats.com/fighter-details/6dab8ce5e4bffe77
Leah Letson,"5' 7""",145 lbs.,"71""",,"Aug 21, 1992",http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7
Leandro Issa,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 19, 1983",http://ufcstats.com/fighter-details/d1e1fdcea7c8a90a
Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985",http://ufcstats.com/fighter-details/159da492e000afbf
Lee Brousseau,"6' 1""",205 lbs.,--,,"Oct 04, 1974",http://ufcstats.com/fighter-details/0974d8d4053a7237
Lee Gibson,"5' 7""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/69db199087a1a792
Lee Higgins,--,155 lbs.,--,,"Jul 14, 1980",http://ufcstats.com/fighter-details/88432fe79d5091d9
Lee Kwan Bum,"6' 2""",286 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/c0342805a1948cbb
Lee Murray,"6' 3""",185 lbs.,--,Orthodox,"Sep 12, 1977",http://ufcstats.com/fighter-details/32016899d0a222a3
Leigh Remedios,"5' 7""",155 lbs.,--,Orthodox,"Jan 13, 1976",http://ufcstats.com/fighter-details/918db42c3637916f
Leiticia Pestova,"5' 6""",135 lbs.,--,Orthodox,"Jan 15, 1984",http://ufcstats.com/fighter-details/f3743d8ef5dde970
Lemont Davis,"5' 8""",170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/a993ef2dd36cea5f
Len Bentley,"5' 9""",155 lbs.,--,,"Nov 30, 1982",http://ufcstats.com/fighter-details/592d23aed850e652
Leo Kuntz,"5' 10""",155 lbs.,--,Orthodox,"Oct 03, 1983",http://ufcstats.com/fighter-details/6905d45bd71b50a9
Leo Sylvest,"5' 11""",205 lbs.,--,Orthodox,"Sep 03, 1973",http://ufcstats.com/fighter-details/58a36b4ccf5dc30e
Leon Aliu,"6' 0""",185 lbs.,--,,"Jul 14, 1989",http://ufcstats.com/fighter-details/6db394bf6c3b017c
Leon Edwards,"6' 2""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",http://ufcstats.com/fighter-details/f1fac969a1d70b08
Leon Shahbazyan,"6' 4""",170 lbs.,"74""",Orthodox,"Nov 18, 1995",http://ufcstats.com/fighter-details/9eed2bcc9e0b92af
Leonard Garcia,"5' 10""",145 lbs.,"68""",Orthodox,"Jul 14, 1979",http://ufcstats.com/fighter-details/917e53fa0adea0d3
Leonardo Damiani,"5' 10""",170 lbs.,"69""",Orthodox,"Aug 30, 1990",http://ufcstats.com/fighter-details/acd870570949d8a2
Leonardo Guimaraes,"6' 0""",185 lbs.,--,Orthodox,"Apr 15, 1982",http://ufcstats.com/fighter-details/cc98d857b148e33a
Leonardo Mafra,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 25, 1989",http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1
Leonardo Morales,"5' 8""",135 lbs.,--,Southpaw,"Dec 22, 1992",http://ufcstats.com/fighter-details/45230be0641f3f53
Leonardo Santos,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",http://ufcstats.com/fighter-details/9c65736747ca92ec
Leonardo Silva de Oliveira,"6' 2""",185 lbs.,--,Orthodox,"Apr 23, 1992",http://ufcstats.com/fighter-details/28e088bbcaaa6366
Lerone Murphy,"5' 9""",145 lbs.,"73""",Orthodox,"Jul 22, 1991",http://ufcstats.com/fighter-details/396fe87b84ac2e1c
Leslie Smith,"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982",http://ufcstats.com/fighter-details/76984112f697631f
Levan Makashvili,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 07, 1989",http://ufcstats.com/fighter-details/938ad489fb7a1f31
Levi Alford,--,--,--,,--,http://ufcstats.com/fighter-details/41b34b7f11f6d085
Levi Avera,"6' 1""",170 lbs.,--,,"May 17, 1982",http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c
Lewis Gonzalez,"5' 10""",170 lbs.,--,Orthodox,"Sep 19, 1987",http://ufcstats.com/fighter-details/2ff2e6e5abea3e53
Li Jingliang,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",http://ufcstats.com/fighter-details/e64b96c07d7ce999
Liam McGeary,"6' 6""",205 lbs.,--,,"Oct 04, 1982",http://ufcstats.com/fighter-details/e4e0993befecdaf8
Liana Jojua,"5' 4""",125 lbs.,"62""",Orthodox,"Mar 22, 1995",http://ufcstats.com/fighter-details/eebc23626e38f5dc
Liliya Shakirova,"5' 4""",125 lbs.,"65""",Orthodox,"Oct 24, 1991",http://ufcstats.com/fighter-details/f300763147320d12
Lina Kvokov,"5' 9""",135 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/843dd76c50cae0f6
Lina Lansberg,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982",http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
Linton Vassell,"6' 4""",205 lbs.,--,,"Jun 03, 1983",http://ufcstats.com/fighter-details/a148dfe3485be79d
Lionel Lanham,--,205 lbs.,--,,"Aug 31, 1980",http://ufcstats.com/fighter-details/b8980dd7e8fc5976
Lisa Ellis,"5' 4""",115 lbs.,--,,"Nov 15, 1982",http://ufcstats.com/fighter-details/77350fd0e6d1dba8
Lissette Neri,"5' 2""",145 lbs.,--,,"Aug 05, 1987",http://ufcstats.com/fighter-details/f4db63258ecf0613
Liudvik Sholinian,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 20, 1990",http://ufcstats.com/fighter-details/1a54231796e24a3f
Livinha Souza,"5' 3""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",http://ufcstats.com/fighter-details/dab8cfbb6b1db10a
Liz Carmouche,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984",http://ufcstats.com/fighter-details/51a0c09cbe9b8472
Lloyd Van Dams,"6' 1""",240 lbs.,--,Southpaw,"Mar 05, 1972",http://ufcstats.com/fighter-details/02177caefe7c07d4
Lodune Sincaid,"5' 9""",185 lbs.,--,Orthodox,"May 07, 1973",http://ufcstats.com/fighter-details/265589bdd93e7ce5
Logan Clark,"6' 2""",185 lbs.,--,Orthodox,"Feb 16, 1985",http://ufcstats.com/fighter-details/6776260cb0aef647
Logan Nail,--,185 lbs.,--,,"Jun 20, 1989",http://ufcstats.com/fighter-details/47e0b5833e6bc91a
Logan Urban,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 22, 1994",http://ufcstats.com/fighter-details/5e23f30e9c6ed74e
Lolohea Mahe,--,--,--,,--,http://ufcstats.com/fighter-details/fb0b6593cec84356
Loma Lookboonmee,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",http://ufcstats.com/fighter-details/4e30e4250cb08b61
Loopy Godinez,"5' 2""",115 lbs.,"61""",Orthodox,"Sep 06, 1993",http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7
Lorenz Larkin,"5' 11""",170 lbs.,"72""",Orthodox,"Sep 03, 1986",http://ufcstats.com/fighter-details/9450848a71d53776
Lorenzo Hood,"6' 3""",265 lbs.,"80""",Southpaw,"Mar 02, 1989",http://ufcstats.com/fighter-details/7f9abc4db2d05764
Louis Cosce,"5' 9""",170 lbs.,"71""",Orthodox,"Aug 27, 1995",http://ufcstats.com/fighter-details/afe8d5b39ff7fca2
Louis Gaudinot,"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984",http://ufcstats.com/fighter-details/b72a60a0cadff408
Louis Jauregui,"5' 7""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/0e8744ded08ee5fb
Louis Smolka,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991",http://ufcstats.com/fighter-details/d2bc285ead803db0
Louis Taylor,"5' 11""",185 lbs.,--,Orthodox,"May 12, 1979",http://ufcstats.com/fighter-details/49bddfee9ed54cf3
Lowell Anderson,"5' 6""",160 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/1ffc38f67785797b
Lu Kai,--,145 lbs.,--,,"Mar 01, 1994",http://ufcstats.com/fighter-details/a2d23e684b3db732
Luan Chagas,"6' 0""",170 lbs.,"75""",Orthodox,"Jun 17, 1993",http://ufcstats.com/fighter-details/9ccf8371fd80d45d
Luana Carolina,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 11, 1993",http://ufcstats.com/fighter-details/528b071cf3da7c56
Luana Pinheiro,"5' 2""",115 lbs.,"62""",Orthodox,"Nov 18, 1992",http://ufcstats.com/fighter-details/a3a542074109b347
Luc Bondole,"6' 2""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/8691881b31c16b88
Lucas Alexander,"5' 10""",145 lbs.,--,,"Jul 28, 1995",http://ufcstats.com/fighter-details/11583163f45c7b31
Lucas Almeida,"5' 11""",155 lbs.,"71""",Orthodox,"Jan 13, 1991",http://ufcstats.com/fighter-details/710f0f8c5d5c9d41
Lucas Gamaza,--,170 lbs.,--,,--,http://ufcstats.com/fighter-details/289a3b69b85da7cd
Lucas Lopes,"6' 2""",185 lbs.,--,,"Oct 05, 1979",http://ufcstats.com/fighter-details/1f70dd67ad507990
Lucas Martins,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988",http://ufcstats.com/fighter-details/7413b80dbb0f8f9f
Lucas Stark,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/93e4754d0984c82f
Lucasz Sudolski,"6' 4""",205 lbs.,"75""",Orthodox,"Jun 15, 1993",http://ufcstats.com/fighter-details/b160e4f251283d70
luchador,altura,peso,alcance,postura,fecha_nacimiento,url
Luciano Azevedo,"6' 3""",161 lbs.,--,Orthodox,"Jun 25, 1981",http://ufcstats.com/fighter-details/9bcfb40dbcd50568
Lucie Pudilova,"5' 8""",125 lbs.,"67""",Orthodox,"Jun 13, 1994",http://ufcstats.com/fighter-details/3cf66c62d9069f43
Lucio Linhares,"6' 2""",185 lbs.,--,Orthodox,"Dec 08, 1973",http://ufcstats.com/fighter-details/a780d16cf7eed44d
Lucrezia Ria,"5' 6""",125 lbs.,--,Orthodox,"Jun 24, 1992",http://ufcstats.com/fighter-details/042cc07ad5a53a33
Ludovit Klein,"5' 7""",145 lbs.,"72""",Southpaw,"Feb 22, 1995",http://ufcstats.com/fighter-details/5b86d491d63890c5
Luigi Fioravanti,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981",http://ufcstats.com/fighter-details/9583662df31d943f
Luigi Vendramini,"5' 8""",155 lbs.,"73""",Orthodox,"Jan 16, 1996",http://ufcstats.com/fighter-details/2f1a257d6777096d
Luis Gomez,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995",http://ufcstats.com/fighter-details/513e84bfe65ff509
Luis Henrique,"6' 2""",243 lbs.,"74""",Orthodox,"Aug 21, 1993",http://ufcstats.com/fighter-details/e5bda12faabfc850
Luis Mendoza,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/28200bc87367614f
Luis Pena,"6' 3""",155 lbs.,"75""",Southpaw,"Jul 05, 1993",http://ufcstats.com/fighter-details/2844b047183a1adb
Luis Ramos,"5' 8""",170 lbs.,--,Orthodox,"Jan 18, 1981",http://ufcstats.com/fighter-details/7bc475b0fc2020ab
Luis Rodriguez,"5' 6""",125 lbs.,"65""",Orthodox,"May 07, 1999",http://ufcstats.com/fighter-details/f2900678e98f6d6a
Luis Saldana,"5' 11""",145 lbs.,"73""",Orthodox,"Jan 27, 1991",http://ufcstats.com/fighter-details/12e0fdc606f7e274
Luis Santos,"6' 1""",170 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/7701377be464d2ef
Luiz Azeredo,"5' 9""",154 lbs.,--,Orthodox,"Jun 10, 1976",http://ufcstats.com/fighter-details/063649e21bc9d6d5
Luiz Cane,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981",http://ufcstats.com/fighter-details/24b033b3daf1c9df
Luiz Dutra,"5' 11""",170 lbs.,--,Orthodox,"May 06, 1982",http://ufcstats.com/fighter-details/2153a7f8396a46cc
Luiz Firmino,"5' 6""",154 lbs.,--,Orthodox,"Mar 18, 1982",http://ufcstats.com/fighter-details/16d09e800ad7ec79
Lukasz Brzeski,"6' 4""",236 lbs.,"78""",Orthodox,"May 17, 1992",http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Lukasz Les,--,170 lbs.,--,,"Nov 05, 1981",http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f
Lukasz Sajewski,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990",http://ufcstats.com/fighter-details/fb41432b622992a9
Luke Barnatt,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",http://ufcstats.com/fighter-details/172c2135e70f87b7
Luke Caudillo,"5' 7""",155 lbs.,--,Orthodox,"Nov 30, 1980",http://ufcstats.com/fighter-details/68d76fd9ecf7431d
Luke Cummo,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980",http://ufcstats.com/fighter-details/93ce4ac89e3d7652
Luke Flores,"6' 0""",155 lbs.,"73""",Southpaw,"Mar 17, 1988",http://ufcstats.com/fighter-details/b5f44dcb863f595b
Luke Hartwig,--,--,--,,--,http://ufcstats.com/fighter-details/34f3869747bf8fa9
Luke Jumeau,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 12, 1988",http://ufcstats.com/fighter-details/4c288a2b250bb576
Luke Rockhold,"6' 3""",205 lbs.,"77""",Southpaw,"Oct 17, 1984",http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",http://ufcstats.com/fighter-details/96428b9e9bd048ea
Luke Stewart,"5' 11""",170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/27b1a406ac171b19
Luke Zachrich,"6' 2""",185 lbs.,"74""",Orthodox,"Dec 19, 1981",http://ufcstats.com/fighter-details/2284092f8b63273b
Lumumba Sayers,"6' 0""",185 lbs.,--,,"Jun 30, 1978",http://ufcstats.com/fighter-details/402ea3b5ee233852
Lv Zhenhong,"5' 8""",145 lbs.,"67""",Switch,"Jun 25, 1993",http://ufcstats.com/fighter-details/5a4913108a3b9190
Lyle Beerbohm,"5' 10""",155 lbs.,--,Southpaw,"Feb 05, 1979",http://ufcstats.com/fighter-details/babc6b5745335f18
Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985",http://ufcstats.com/fighter-details/4e0692ad070976e4
Lyoto Machida,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",http://ufcstats.com/fighter-details/f7a7f7118d4b01b6
Mabelly Lima,"5' 2""",135 lbs.,--,Orthodox,"Jan 25, 1994",http://ufcstats.com/fighter-details/6135fd9665fbb74e
Mac Danzig,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980",http://ufcstats.com/fighter-details/86f582852a5b240a
Maciej Jewtuszko,"6' 0""",155 lbs.,--,Southpaw,"Jan 31, 1981",http://ufcstats.com/fighter-details/6b5b9be990774f0e
Mack Brewer,--,205 lbs.,--,,--,http://ufcstats.com/fighter-details/106a925d947a0de9
Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,"Nov 03, 1980",http://ufcstats.com/fighter-details/51b1e2fd9872005b
Mackenzie Dern,"5' 4""",115 lbs.,"63""",Orthodox,"Mar 24, 1993",http://ufcstats.com/fighter-details/7447e9f28508106a
Macy Chiasson,"5' 11""",145 lbs.,"72""",Orthodox,"Jul 27, 1991",http://ufcstats.com/fighter-details/9cdd2da1a9104a0b
Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994",http://ufcstats.com/fighter-details/69f01b25dfabaf6b
Magno Almeida,"6' 0""",155 lbs.,--,,"Jun 06, 1985",http://ufcstats.com/fighter-details/d615d6a10a4704cd
Magnus Cedenblad,"6' 5""",185 lbs.,"79""",Orthodox,"Apr 10, 1982",http://ufcstats.com/fighter-details/0e21976afc92e4d1
Magomed Ankalaev,"6' 3""",205 lbs.,"75""",Orthodox,"Jun 02, 1992",http://ufcstats.com/fighter-details/d802174b0c0c1f4e
Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988",http://ufcstats.com/fighter-details/31d7446b184e3305
Magomed Sultanakhmedov,"6' 2""",185 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/fe1fdc6be470f773
Maheshate,"6' 0""",155 lbs.,"71""",Orthodox,"Jan 12, 1999",http://ufcstats.com/fighter-details/8c1ca54b5089d199
Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",http://ufcstats.com/fighter-details/2fee10d5cf86bfca
Maiara Amanajas dos Santos,"5' 5""",115 lbs.,--,Southpaw,"Jul 11, 1987",http://ufcstats.com/fighter-details/247fbbfafea60bb1
Maiju Kujala,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/4e77d070239699e2
Maimaiti Tuohati,--,--,--,,--,http://ufcstats.com/fighter-details/31319179c9b1e6e7
Maimaitituoheti Keremuaili,--,135 lbs.,--,,"Mar 18, 1991",http://ufcstats.com/fighter-details/772022b989534f0d
Maiquel Falcao,"5' 11""",185 lbs.,--,Orthodox,"Mar 08, 1981",http://ufcstats.com/fighter-details/d58478ded5534695
Mairbek Taisumov,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988",http://ufcstats.com/fighter-details/8f5c8850b2484173
Maka Watson,--,155 lbs.,--,,"Sep 22, 1984",http://ufcstats.com/fighter-details/a31dfd9e8b2dc6ca
Makhmud Muradov,"6' 2""",185 lbs.,"75""",Orthodox,"Feb 08, 1990",http://ufcstats.com/fighter-details/ea7e5bc78d9de658
Maki Pitolo,"5' 10""",185 lbs.,"75""",Orthodox,"Nov 24, 1990",http://ufcstats.com/fighter-details/c549573c0df4d676
Makoto Takimoto,"5' 7""",205 lbs.,--,Southpaw,"Dec 08, 1979",http://ufcstats.com/fighter-details/a7724f51e32e763e
Makwan Amirkhani,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988",http://ufcstats.com/fighter-details/87a1dc546b1c5caf
Mal Foki,"5' 7""",220 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/fa534853eb195270
Malcolm Gordon,"5' 7""",125 lbs.,"71""",Switch,"May 19, 1990",http://ufcstats.com/fighter-details/dee294e9717012c2
Malik Lewis,"6' 0""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/f60dbe6e05489c4f
Mallory Martin,"5' 4""",115 lbs.,"63""",Orthodox,"Jan 29, 1994",http://ufcstats.com/fighter-details/19b7738321cfae42
Mana Martinez,"5' 10""",135 lbs.,"70""",Orthodox,"Mar 25, 1996",http://ufcstats.com/fighter-details/c0386644627a7ee5
Mando Gutierrez,"5' 6""",135 lbs.,--,,"Feb 24, 1997",http://ufcstats.com/fighter-details/5f33ae0620e050c5
Mandy Bohm,"5' 7""",125 lbs.,"71""",Orthodox,"Jul 30, 1989",http://ufcstats.com/fighter-details/297a2b35444c245b
Manel Kape,"5' 5""",125 lbs.,"68""",Southpaw,"Nov 14, 1993",http://ufcstats.com/fighter-details/5d1b7e3dd9e11074
Manny Bermudez,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 16, 1994",http://ufcstats.com/fighter-details/2dc1bc1a02961656
Manny Tapia,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981",http://ufcstats.com/fighter-details/0eec866a077889f0
Manny Vazquez,"5' 10""",125 lbs.,"72""",Orthodox,"Nov 19, 1993",http://ufcstats.com/fighter-details/8d4d25fd9218860b
Manon Fiorot,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 17, 1990",http://ufcstats.com/fighter-details/34ff304266360297
Manuel Gaxhja,"5' 8""",155 lbs.,--,Switch,"Jul 23, 1997",http://ufcstats.com/fighter-details/618643d0d5c0631d
Manuel Rodriguez,"5' 9""",170 lbs.,--,Orthodox,"Apr 25, 1985",http://ufcstats.com/fighter-details/5a6e4d2f0c76a242
Manuel Torres,"5' 10""",155 lbs.,"73""",,"Mar 25, 1995",http://ufcstats.com/fighter-details/2e7878927067fdca
Manvel Gamburyan,"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981",http://ufcstats.com/fighter-details/cc6f9d1e89f3449a
Mara Romero Borella,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 03, 1986",http://ufcstats.com/fighter-details/82cbb809d5ee565c
Marc Cofer,--,185 lbs.,--,,"Mar 03, 1972",http://ufcstats.com/fighter-details/e90d9d0681270953
Marc Diakiese,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993",http://ufcstats.com/fighter-details/32c355b04fc57f3a
Marc Stevens,"5' 9""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/310c4d4b2b32796b
Marc-Andre Barriault,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
Marcel Fortuna,"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985",http://ufcstats.com/fighter-details/d761b3766e38c5db
Marcelo Aguiar,"5' 10""",170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/44aa652b181bcf68
Marcelo Brito,"6' 1""",170 lbs.,--,Orthodox,"Nov 27, 1977",http://ufcstats.com/fighter-details/3a97fda0de6f1fa4
Marcelo Golm,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992",http://ufcstats.com/fighter-details/ac29d508d78384c9
Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 25, 1983",http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d
Marcelo Mello,"5' 7""",170 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/672ef06fd9f41f7d
Marcelo Rojo,"5' 8""",135 lbs.,"71""",Orthodox,"Jul 02, 1988",http://ufcstats.com/fighter-details/2804ce8dadab5770
Marcin Bandel,"5' 10""",155 lbs.,--,Orthodox,"Oct 10, 1989",http://ufcstats.com/fighter-details/5c2ce761399dc9c5
Marcin Held,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 18, 1992",http://ufcstats.com/fighter-details/bf43fed8f29e1671
Marcin Prachnio,"6' 3""",205 lbs.,"74""",Orthodox,"Jul 14, 1988",http://ufcstats.com/fighter-details/6370c1c1e12723d5
Marcin Tybura,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",http://ufcstats.com/fighter-details/c9cf753cfdf77fc2
Marcin Wrzosek,"5' 9""",155 lbs.,--,,"Oct 14, 1987",http://ufcstats.com/fighter-details/aac6edb0d5e0b7e9
Marcio Alexandre Junior,"6' 0""",185 lbs.,"75""",Southpaw,"May 05, 1989",http://ufcstats.com/fighter-details/d53482bef23235ba
Marcio Cruz,"6' 4""",232 lbs.,--,Orthodox,"Apr 24, 1978",http://ufcstats.com/fighter-details/6aa1cbc1466e9a0b
Marcio Navarro,"6' 0""",155 lbs.,--,,"Sep 17, 1978",http://ufcstats.com/fighter-details/52f7d300738961ac
Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",http://ufcstats.com/fighter-details/ec71a892fada28c7
Marco Polo Reyes,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 07, 1984",http://ufcstats.com/fighter-details/edd02825c29028fe
Marco Ruas,"6' 1""",210 lbs.,--,Orthodox,"Jan 23, 1961",http://ufcstats.com/fighter-details/597db668b01c442c
Marcos Bonilla,"5' 10""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/d311fbefff44a39b
Marcos Brigagao,"6' 3""",205 lbs.,"76""",Southpaw,"Apr 01, 1996",http://ufcstats.com/fighter-details/11547e29f253fb89
Marcos Conrado Jr.,"6' 2""",220 lbs.,--,Orthodox,"Mar 14, 1982",http://ufcstats.com/fighter-details/d450769115a193c2
Marcos da Matta,"5' 4""",145 lbs.,--,,"Mar 18, 1973",http://ufcstats.com/fighter-details/3b6d84343579fd33
Marcos Galvao,"5' 7""",135 lbs.,--,Orthodox,"Jun 23, 1981",http://ufcstats.com/fighter-details/e15d0a2519d6a0b5
Marcos Mariano,"6' 1""",155 lbs.,"76""",Switch,"Oct 12, 1986",http://ufcstats.com/fighter-details/72e5e5a6edfa8223
Marcos Rogerio de Lima,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985",http://ufcstats.com/fighter-details/ab943cd2c3c17825
Marcos Vinicius,"5' 9""",125 lbs.,--,Orthodox,"Dec 05, 1979",http://ufcstats.com/fighter-details/e363b21261814830
Marcus Aurelio,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973",http://ufcstats.com/fighter-details/04643fd03d9159cc
Marcus Bossett,"6' 1""",215 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/e8fb8e53bc2e29d6
Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985",http://ufcstats.com/fighter-details/81801f57bd0a7c41
